produto,quantidade,preco,estado,data_venda,codigo_venda
,2,1000,PR,2024-08-19 22:56:23.522560,VND102483
,2,nan,SP,2024-08-05 22:56:23.522561,VND102484
Tablet,3,2000,MG,2024-10-11 22:56:23.522563,VND102485
Teclado,2,2500,CE,2025-03-24 22:56:23.522564,VND102486
Celular,1,nan,CE,2024-11-28 22:56:23.522566,VND102487
Monitor,três,1500,RS,2025-03-12 22:56:23.522568,VND102488
,3,3000,SC,2024-11-29 22:56:23.522569,VND102489
Tablet,2,mil,,2024-11-21 22:56:23.522571,VND102490
Headset,1,1000,SC,2025-06-08 22:56:23.522572,VND102491
,três,3000,DF,2024-07-07 22:56:23.522574,VND102492
Monitor,5,2500,BA,2025-01-11 22:56:23.522575,VND102493
Headset,2,2000,SP,2025-03-28 22:56:23.522577,VND102494
,1,2500,RS,2025-02-19 22:56:23.522579,VND102495
Monitor,4,3000,SP,2024-09-05 22:56:23.522580,VND102496
Celular,,3000,SP,2024-10-27 22:56:23.522582,VND102497
Tablet,4,nan,,2024-07-01 22:56:23.522583,VND102498
Monitor,1,2500,RS,2024-12-08 22:56:23.522585,VND102499
Teclado,3,2500,RS,2024-08-20 22:56:23.522587,VND102500
,-1,2500,PR,2025-03-25 22:56:23.522588,VND102501
Notebook,-1,1000,RJ,2025-04-21 22:56:23.522590,VND102502
Teclado,-1,mil,SC,2024-12-10 22:56:23.522591,VND102503
Teclado,três,3000,RJ,2025-02-02 22:56:23.522593,VND102504
,3,1500,DF,2024-09-29 22:56:23.522594,VND102505
Notebook,três,1000,RS,2025-01-28 22:56:23.522596,VND102506
Teclado,2,1000,BA,2025-03-24 22:56:23.522598,VND102507
Monitor,-1,1000,,2024-09-16 22:56:23.522599,VND102508
Monitor,4,nan,DF,2025-02-16 22:56:23.522601,VND102509
Monitor,3,mil,RS,2024-06-29 22:56:23.522602,VND102510
Notebook,3,mil,RJ,2025-05-19 22:56:23.522604,VND102511
Teclado,-1,1500,PE,2025-02-03 22:56:23.522605,VND102512
,4,2500,PE,2024-11-21 22:56:23.522607,VND102513
Notebook,5,nan,SC,2024-08-15 22:56:23.522609,VND102514
Monitor,3,3000,MG,2024-11-17 22:56:23.522610,VND102515
,-1,2000,BA,2024-07-23 22:56:23.522612,VND102516
Teclado,,nan,SP,2024-08-16 22:56:23.522613,VND102517
Teclado,1,2000,CE,2024-08-31 22:56:23.522615,VND102518
Headset,três,3000,DF,2025-04-16 22:56:23.522617,VND102519
Headset,2,1500,RS,2024-11-14 22:56:23.522618,VND102520
Celular,3,mil,PE,2025-01-24 22:56:23.522620,VND102521
,,2000,MG,2025-01-20 22:56:23.522621,VND102522
,,1000,BA,2024-11-23 22:56:23.522623,VND102523
Tablet,3,nan,BA,2024-09-18 22:56:23.522624,VND102524
,5,2000,PE,2024-09-15 22:56:23.522626,VND102525
Headset,1,3000,CE,2025-06-13 22:56:23.522628,VND102526
Notebook,2,mil,MG,2024-10-12 22:56:23.522629,VND102527
,3,1000,PR,2025-01-19 22:56:23.522631,VND102528
Headset,três,2000,CE,2024-06-25 22:56:23.522633,VND102529
Celular,2,mil,RJ,2025-05-12 22:56:23.522634,VND102530
Teclado,4,3000,BA,2025-01-27 22:56:23.522636,VND102531
,,1500,MG,2024-12-30 22:56:23.522637,VND102532
Celular,,3000,PE,2024-10-15 22:56:23.522639,VND102533
Teclado,3,1500,BA,2025-03-16 22:56:23.522641,VND102534
,3,mil,CE,2025-03-04 22:56:23.522642,VND102535
,três,mil,SP,2025-06-23 22:56:23.522644,VND102536
Teclado,4,1000,SP,2024-08-01 22:56:23.522645,VND102537
,5,3000,BA,2025-01-28 22:56:23.522647,VND102538
Tablet,3,2500,MG,2024-10-20 22:56:23.522649,VND102539
Headset,,nan,MG,2024-10-04 22:56:23.522650,VND102540
Notebook,2,2500,DF,2024-11-07 22:56:23.522652,VND102541
Notebook,1,2500,RJ,2024-07-05 22:56:23.522654,VND102542
Monitor,-1,2500,DF,2025-04-09 22:56:23.522655,VND102543
Teclado,2,nan,DF,2024-10-02 22:56:23.522657,VND102544
Notebook,5,2500,RJ,2025-06-06 22:56:23.522658,VND102545
,1,1500,PE,2024-06-25 22:56:23.522660,VND102546
Tablet,2,3000,SP,2025-05-06 22:56:23.522661,VND102547
Teclado,2,mil,PE,2024-09-22 22:56:23.522663,VND102548
Tablet,4,1000,DF,2025-02-08 22:56:23.522665,VND102549
,-1,2500,MG,2024-08-05 22:56:23.522666,VND102550
Notebook,três,mil,RJ,2024-08-02 22:56:23.522668,VND102551
Notebook,5,2500,CE,2025-05-05 22:56:23.522669,VND102552
Monitor,,1000,RS,2025-06-06 22:56:23.522671,VND102553
Notebook,4,1000,RS,2025-01-20 22:56:23.522672,VND102554
Teclado,1,2500,SC,2025-03-15 22:56:23.522674,VND102555
,-1,1500,BA,2025-06-15 22:56:23.522675,VND102556
,,mil,PR,2024-08-17 22:56:23.522677,VND102557
,4,1000,PR,2025-04-06 22:56:23.522679,VND102558
Teclado,-1,3000,,2024-10-22 22:56:23.522681,VND102559
Teclado,três,mil,CE,2024-12-05 22:56:23.522683,VND102560
Monitor,5,3000,SC,2025-02-04 22:56:23.522689,VND102561
Monitor,3,mil,SP,2025-01-03 22:56:23.522692,VND102562
Notebook,três,1500,CE,2025-01-08 22:56:23.522695,VND102563
Celular,3,nan,DF,2025-02-23 22:56:23.522698,VND102564
,1,2000,CE,2025-02-14 22:56:23.522700,VND102565
,3,1500,RS,2025-01-07 22:56:23.522703,VND102566
Celular,4,2500,PR,2025-06-13 22:56:23.522705,VND102567
Monitor,1,2000,SP,2025-05-22 22:56:23.522708,VND102568
Notebook,,2500,BA,2025-04-03 22:56:23.522711,VND102569
Celular,três,3000,DF,2025-06-15 22:56:23.522714,VND102570
Notebook,três,1000,BA,2025-06-22 22:56:23.522716,VND102571
Notebook,5,mil,RS,2024-07-11 22:56:23.522719,VND102572
Notebook,1,2500,SC,2024-09-19 22:56:23.522722,VND102573
Headset,,3000,BA,2025-01-30 22:56:23.522725,VND102574
Teclado,três,1500,SC,2024-10-15 22:56:23.522728,VND102575
Notebook,1,2500,DF,2025-01-08 22:56:23.522730,VND102576
Headset,2,3000,PR,2024-10-19 22:56:23.522733,VND102577
Monitor,2,1000,MG,2024-09-27 22:56:23.522736,VND102578
Celular,1,mil,CE,2025-02-22 22:56:23.522738,VND102579
Teclado,três,2500,PE,2024-12-14 22:56:23.522739,VND102580
,-1,nan,SP,2024-06-25 22:56:23.522741,VND102581
Celular,3,3000,RJ,2025-01-26 22:56:23.522743,VND102582
Teclado,2,2500,RJ,2024-08-03 22:56:23.522744,VND102583
,-1,1000,DF,2024-08-08 22:56:23.522746,VND102584
Celular,-1,mil,CE,2025-06-05 22:56:23.522748,VND102585
Teclado,5,2500,CE,2025-02-20 22:56:23.522749,VND102586
Celular,,2500,CE,2025-03-28 22:56:23.522751,VND102587
Celular,4,mil,SP,2024-12-30 22:56:23.522752,VND102588
,2,nan,PR,2025-02-14 22:56:23.522754,VND102589
Celular,1,3000,,2024-06-29 22:56:23.522756,VND102590
Celular,3,2000,MG,2025-04-10 22:56:23.522757,VND102591
,4,mil,,2025-05-27 22:56:23.522759,VND102592
Monitor,,2500,CE,2025-04-13 22:56:23.522760,VND102593
Notebook,-1,2000,PE,2025-02-14 22:56:23.522762,VND102594
,,1500,MG,2025-01-21 22:56:23.522763,VND102595
Tablet,três,2500,SP,2025-04-01 22:56:23.522765,VND102596
Headset,2,2000,CE,2024-07-26 22:56:23.522766,VND102597
Tablet,,1500,DF,2025-04-06 22:56:23.522768,VND102598
Tablet,,nan,SP,2025-05-22 22:56:23.522770,VND102599
Teclado,3,3000,MG,2025-06-17 22:56:23.522771,VND102600
Notebook,três,2500,SC,2025-06-16 22:56:23.522772,VND102601
Teclado,três,3000,SC,2024-10-11 22:56:23.522774,VND102602
Notebook,-1,1500,,2025-01-23 22:56:23.522776,VND102603
,3,3000,DF,2025-05-21 22:56:23.522777,VND102604
,3,3000,BA,2024-10-29 22:56:23.522779,VND102605
,1,mil,RJ,2024-07-21 22:56:23.522780,VND102606
Notebook,,1000,DF,2025-05-02 22:56:23.522782,VND102607
Celular,,1500,SC,2024-12-23 22:56:23.522783,VND102608
Monitor,três,3000,DF,2025-06-10 22:56:23.522785,VND102609
,,2000,RS,2024-09-13 22:56:23.522786,VND102610
,5,1500,SC,2024-08-30 22:56:23.522788,VND102611
Celular,3,1000,PR,2025-03-20 22:56:23.522791,VND102612
Monitor,4,2500,,2024-11-27 22:56:23.522793,VND102613
Teclado,três,nan,CE,2025-03-22 22:56:23.522796,VND102614
Monitor,2,3000,PR,2025-01-17 22:56:23.522799,VND102615
Teclado,três,2000,BA,2025-06-20 22:56:23.522801,VND102616
,-1,1000,DF,2025-05-05 22:56:23.522804,VND102617
Tablet,4,1500,RS,2024-10-10 22:56:23.522807,VND102618
,-1,nan,SC,2024-09-04 22:56:23.522810,VND102619
,1,nan,CE,2024-11-02 22:56:23.522812,VND102620
Tablet,1,3000,RS,2024-11-26 22:56:23.522815,VND102621
Monitor,-1,1000,RS,2025-02-20 22:56:23.522818,VND102622
,,1000,PR,2024-12-14 22:56:23.522821,VND102623
Monitor,4,2000,RJ,2024-11-30 22:56:23.522824,VND102624
Teclado,,2500,MG,2025-01-07 22:56:23.522826,VND102625
Celular,três,2500,RJ,2025-05-09 22:56:23.522829,VND102626
Teclado,5,mil,DF,2025-05-24 22:56:23.522831,VND102627
Celular,1,2500,DF,2025-06-15 22:56:23.522834,VND102628
,1,mil,RJ,2025-05-18 22:56:23.522837,VND102629
Tablet,4,nan,MG,2025-03-31 22:56:23.522839,VND102630
,1,nan,SC,2024-09-09 22:56:23.522842,VND102631
Notebook,5,1500,RS,2025-04-17 22:56:23.522845,VND102632
Monitor,5,nan,,2024-07-23 22:56:23.522848,VND102633
Celular,5,nan,RS,2024-07-14 22:56:23.522851,VND102634
Teclado,2,1000,RJ,2025-05-01 22:56:23.522854,VND102635
Tablet,5,1500,RJ,2024-10-03 22:56:23.522855,VND102636
Celular,5,1000,SP,2025-04-06 22:56:23.522857,VND102637
Teclado,2,2000,MG,2025-04-20 22:56:23.522859,VND102638
Monitor,,mil,,2025-06-03 22:56:23.522862,VND102639
,três,mil,PR,2024-09-19 22:56:23.522864,VND102640
Monitor,3,2000,,2024-07-16 22:56:23.522867,VND102641
Headset,1,mil,RS,2025-04-06 22:56:23.522870,VND102642
Notebook,5,1500,PR,2025-02-15 22:56:23.522872,VND102643
Headset,1,1500,CE,2025-03-12 22:56:23.522875,VND102644
Tablet,4,nan,SC,2024-09-16 22:56:23.522878,VND102645
Celular,1,mil,RJ,2024-08-16 22:56:23.522881,VND102646
Tablet,-1,2000,SP,2025-04-09 22:56:23.522883,VND102647
,,3000,SP,2024-07-29 22:56:23.522886,VND102648
Teclado,três,2500,DF,2025-04-17 22:56:23.522889,VND102649
Monitor,2,nan,CE,2024-08-12 22:56:23.522892,VND102650
Headset,1,2500,SC,2024-07-03 22:56:23.522894,VND102651
,1,2000,SC,2024-11-21 22:56:23.522897,VND102652
Headset,1,mil,BA,2025-02-17 22:56:23.522900,VND102653
,3,mil,RJ,2025-05-10 22:56:23.522903,VND102654
Headset,3,2500,DF,2024-07-03 22:56:23.522905,VND102655
,4,3000,MG,2024-09-24 22:56:23.522908,VND102656
,2,mil,MG,2025-02-19 22:56:23.522911,VND102657
Tablet,1,3000,PE,2024-07-15 22:56:23.522914,VND102658
Monitor,1,1000,SC,2024-08-29 22:56:23.522918,VND102659
Celular,1,1500,PR,2025-06-21 22:56:23.522920,VND102660
Teclado,1,2500,CE,2024-09-18 22:56:23.522923,VND102661
Celular,3,mil,SP,2024-08-03 22:56:23.522926,VND102662
Tablet,,3000,RJ,2025-01-06 22:56:23.522928,VND102663
Teclado,,mil,CE,2025-01-13 22:56:23.522931,VND102664
Headset,4,1500,RS,2024-09-23 22:56:23.522934,VND102665
,-1,1500,BA,2025-03-02 22:56:23.522937,VND102666
,5,1000,SP,2025-01-22 22:56:23.522940,VND102667
Notebook,2,1500,CE,2025-04-26 22:56:23.522943,VND102668
Tablet,,1500,,2025-03-12 22:56:23.522946,VND102669
Tablet,-1,nan,CE,2025-04-01 22:56:23.522948,VND102670
Monitor,três,2000,BA,2025-06-01 22:56:23.522949,VND102671
Celular,três,mil,CE,2024-08-30 22:56:23.522951,VND102672
Tablet,1,1000,DF,2025-04-04 22:56:23.522953,VND102673
Tablet,três,1000,SP,2024-07-22 22:56:23.522955,VND102674
Headset,,2500,RS,2025-03-02 22:56:23.522957,VND102675
Headset,4,1500,SP,2024-07-31 22:56:23.522958,VND102676
Teclado,5,2500,BA,2025-04-15 22:56:23.522960,VND102677
,,nan,RS,2024-10-18 22:56:23.522961,VND102678
,4,3000,,2025-05-17 22:56:23.522963,VND102679
Notebook,três,1500,MG,2025-01-20 22:56:23.522965,VND102680
,3,3000,RJ,2024-08-13 22:56:23.522966,VND102681
Monitor,5,2000,SC,2025-06-08 22:56:23.522968,VND102682
Notebook,4,nan,,2024-10-30 22:56:23.522969,VND102683
Teclado,-1,1500,MG,2025-05-12 22:56:23.522971,VND102684
Headset,,2500,DF,2025-05-25 22:56:23.522972,VND102685
,3,2500,SP,2024-09-08 22:56:23.522974,VND102686
Celular,-1,1500,,2025-03-11 22:56:23.522975,VND102687
Headset,4,mil,RS,2024-08-18 22:56:23.522977,VND102688
,4,2500,RJ,2025-02-22 22:56:23.522979,VND102689
Monitor,três,mil,RJ,2025-04-22 22:56:23.522980,VND102690
Headset,-1,1500,BA,2024-10-09 22:56:23.522982,VND102691
Monitor,,1000,BA,2025-02-21 22:56:23.522983,VND102692
Monitor,5,2500,BA,2024-12-10 22:56:23.522985,VND102693
Monitor,3,mil,PR,2025-01-14 22:56:23.522987,VND102694
Teclado,três,1500,SP,2024-10-25 22:56:23.522988,VND102695
Monitor,1,1500,PE,2025-06-14 22:56:23.522990,VND102696
Monitor,2,mil,DF,2024-10-29 22:56:23.522991,VND102697
,5,2500,CE,2025-04-25 22:56:23.522993,VND102698
Celular,três,1000,DF,2025-02-04 22:56:23.522995,VND102699
Notebook,3,2500,SC,2025-04-20 22:56:23.522996,VND102700
Tablet,-1,1500,BA,2025-05-19 22:56:23.522998,VND102701
,4,1000,SC,2024-06-27 22:56:23.522999,VND102702
Notebook,-1,3000,DF,2025-01-29 22:56:23.523001,VND102703
Monitor,três,2000,PR,2024-09-09 22:56:23.523002,VND102704
Celular,3,2500,SC,2024-11-12 22:56:23.523004,VND102705
Headset,-1,nan,,2025-03-26 22:56:23.523006,VND102706
Celular,-1,1500,SP,2025-05-05 22:56:23.523007,VND102707
,2,1000,RS,2024-07-03 22:56:23.523009,VND102708
Monitor,,mil,PE,2024-08-23 22:56:23.523010,VND102709
Celular,três,mil,PE,2025-05-05 22:56:23.523012,VND102710
,2,mil,DF,2025-04-29 22:56:23.523013,VND102711
Celular,três,1000,CE,2024-09-29 22:56:23.523015,VND102712
Monitor,1,3000,BA,2024-09-05 22:56:23.523017,VND102713
Teclado,1,2500,DF,2024-11-30 22:56:23.523018,VND102714
,2,nan,SC,2024-08-12 22:56:23.523020,VND102715
Celular,5,mil,PR,2024-08-02 22:56:23.523021,VND102716
Tablet,5,1000,RS,2025-04-25 22:56:23.523023,VND102717
Tablet,-1,mil,,2024-08-06 22:56:23.523025,VND102718
Celular,-1,3000,PE,2025-03-13 22:56:23.523026,VND102719
Teclado,4,1500,MG,2025-01-10 22:56:23.523028,VND102720
Headset,1,mil,PE,2024-12-09 22:56:23.523029,VND102721
Monitor,três,3000,RS,2024-07-14 22:56:23.523031,VND102722
Tablet,4,2500,SP,2025-04-12 22:56:23.523032,VND102723
Headset,1,mil,SC,2024-10-05 22:56:23.523034,VND102724
Celular,2,3000,RJ,2024-10-23 22:56:23.523035,VND102725
,5,1000,PR,2025-06-03 22:56:23.523037,VND102726
Headset,-1,1000,CE,2025-06-04 22:56:23.523038,VND102727
,5,2000,MG,2024-10-17 22:56:23.523040,VND102728
Notebook,2,3000,DF,2025-02-24 22:56:23.523042,VND102729
Tablet,4,1500,BA,2025-05-07 22:56:23.523043,VND102730
Celular,4,mil,BA,2024-08-03 22:56:23.523045,VND102731
,3,nan,BA,2024-07-21 22:56:23.523047,VND102732
Monitor,-1,nan,MG,2025-05-17 22:56:23.523048,VND102733
,-1,2500,RS,2024-12-19 22:56:23.523050,VND102734
Teclado,três,2000,CE,2025-05-11 22:56:23.523052,VND102735
,-1,3000,,2024-12-29 22:56:23.523053,VND102736
Celular,1,1500,PE,2024-08-25 22:56:23.523055,VND102737
Monitor,4,2000,DF,2025-04-23 22:56:23.523056,VND102738
Teclado,2,1000,RJ,2025-06-14 22:56:23.523058,VND102739
Teclado,4,2500,CE,2024-10-20 22:56:23.523059,VND102740
Celular,5,mil,DF,2025-05-06 22:56:23.523061,VND102741
,1,mil,RJ,2024-10-11 22:56:23.523063,VND102742
Headset,-1,mil,PR,2025-03-07 22:56:23.523064,VND102743
Headset,três,3000,RS,2025-02-08 22:56:23.523066,VND102744
Teclado,três,nan,PR,2024-11-17 22:56:23.523067,VND102745
Headset,três,1500,RS,2025-04-23 22:56:23.523069,VND102746
Notebook,,mil,SC,2025-05-01 22:56:23.523070,VND102747
Teclado,3,mil,PE,2024-08-20 22:56:23.523072,VND102748
Teclado,1,1000,SP,2025-03-14 22:56:23.523073,VND102749
Monitor,5,2000,,2024-07-18 22:56:23.523075,VND102750
Headset,-1,mil,SP,2024-11-02 22:56:23.523077,VND102751
,5,2500,RS,2025-01-17 22:56:23.523078,VND102752
Teclado,5,2000,SP,2024-12-10 22:56:23.523080,VND102753
,-1,nan,MG,2024-10-06 22:56:23.523081,VND102754
,5,2000,DF,2024-09-09 22:56:23.523083,VND102755
Notebook,três,1500,CE,2024-10-26 22:56:23.523085,VND102756
Monitor,2,1000,PR,2025-05-27 22:56:23.523086,VND102757
Celular,3,3000,SC,2024-08-12 22:56:23.523088,VND102758
,,1500,PE,2024-11-20 22:56:23.523091,VND102759
Teclado,5,nan,PE,2025-05-23 22:56:23.523093,VND102760
Notebook,5,2500,SC,2024-09-23 22:56:23.523094,VND102761
Tablet,4,nan,BA,2025-03-21 22:56:23.523096,VND102762
Notebook,3,nan,BA,2025-01-10 22:56:23.523097,VND102763
Notebook,1,2000,BA,2024-12-18 22:56:23.523099,VND102764
Monitor,3,2500,SC,2024-11-09 22:56:23.523101,VND102765
Celular,3,1500,SP,2025-03-16 22:56:23.523102,VND102766
Tablet,-1,nan,RJ,2024-08-26 22:56:23.523104,VND102767
Headset,-1,1500,SC,2024-10-26 22:56:23.523105,VND102768
Headset,-1,mil,,2025-06-04 22:56:23.523107,VND102769
,,mil,SP,2025-01-18 22:56:23.523108,VND102770
Notebook,três,mil,CE,2024-10-01 22:56:23.523110,VND102771
,3,3000,SC,2024-09-01 22:56:23.523111,VND102772
Monitor,,2000,PR,2025-03-07 22:56:23.523113,VND102773
,5,1500,SP,2025-03-09 22:56:23.523115,VND102774
Monitor,-1,mil,PE,2025-03-29 22:56:23.523116,VND102775
Headset,5,mil,RS,2025-01-16 22:56:23.523118,VND102776
,-1,2500,RS,2024-09-24 22:56:23.523119,VND102777
,2,nan,SC,2024-07-29 22:56:23.523121,VND102778
,,mil,PR,2024-07-23 22:56:23.523122,VND102779
Tablet,,3000,PR,2024-08-07 22:56:23.523124,VND102780
Celular,três,2500,RS,2024-07-10 22:56:23.523126,VND102781
Tablet,1,2000,SP,2024-07-17 22:56:23.523127,VND102782
Teclado,4,3000,,2025-02-23 22:56:23.523129,VND102783
Teclado,3,3000,CE,2025-05-17 22:56:23.523130,VND102784
,1,3000,SC,2025-05-06 22:56:23.523132,VND102785
Celular,,nan,CE,2024-07-18 22:56:23.523134,VND102786
Headset,1,mil,,2024-12-30 22:56:23.523135,VND102787
Celular,2,1000,BA,2025-01-26 22:56:23.523137,VND102788
Monitor,4,3000,RJ,2024-10-01 22:56:23.523139,VND102789
Teclado,três,2500,MG,2024-07-14 22:56:23.523140,VND102790
Notebook,,2500,BA,2025-01-21 22:56:23.523142,VND102791
Notebook,,2000,DF,2024-09-03 22:56:23.523143,VND102792
Headset,3,1500,PE,2024-12-15 22:56:23.523145,VND102793
Monitor,três,1500,MG,2024-11-14 22:56:23.523147,VND102794
,três,1000,PE,2024-12-29 22:56:23.523148,VND102795
Tablet,-1,nan,SC,2024-07-19 22:56:23.523150,VND102796
Monitor,4,mil,BA,2025-02-26 22:56:23.523151,VND102797
Notebook,2,nan,PR,2024-08-10 22:56:23.523153,VND102798
Notebook,5,mil,,2024-08-13 22:56:23.523154,VND102799
,1,3000,RS,2024-07-21 22:56:23.523156,VND102800
Teclado,três,mil,RS,2024-10-18 22:56:23.523158,VND102801
Monitor,3,1000,CE,2025-02-02 22:56:23.523159,VND102802
Monitor,,2000,MG,2024-11-16 22:56:23.523161,VND102803
Notebook,5,2000,DF,2025-03-25 22:56:23.523162,VND102804
Tablet,2,1500,BA,2024-09-21 22:56:23.523164,VND102805
Headset,4,2000,RS,2024-09-26 22:56:23.523166,VND102806
,três,3000,SP,2025-03-07 22:56:23.523167,VND102807
Headset,1,2500,PR,2025-06-04 22:56:23.523169,VND102808
Monitor,três,2000,PE,2024-11-05 22:56:23.523170,VND102809
Headset,3,1000,SC,2024-09-24 22:56:23.523172,VND102810
Notebook,três,3000,CE,2025-05-18 22:56:23.523173,VND102811
Notebook,três,2000,MG,2024-11-25 22:56:23.523175,VND102812
,três,nan,RJ,2025-04-27 22:56:23.523176,VND102813
Monitor,,mil,RS,2025-06-01 22:56:23.523178,VND102814
,,2000,CE,2025-05-12 22:56:23.523180,VND102815
Monitor,5,nan,,2024-08-05 22:56:23.523181,VND102816
,5,3000,SP,2024-11-19 22:56:23.523183,VND102817
,1,2000,SP,2024-11-23 22:56:23.523184,VND102818
Teclado,4,nan,DF,2024-08-01 22:56:23.523186,VND102819
Monitor,2,2500,MG,2025-01-28 22:56:23.523187,VND102820
Tablet,-1,1500,DF,2025-04-01 22:56:23.523189,VND102821
Headset,4,3000,MG,2025-05-09 22:56:23.523191,VND102822
Monitor,4,nan,RS,2024-07-17 22:56:23.523192,VND102823
Celular,4,1000,BA,2024-12-24 22:56:23.523194,VND102824
Teclado,-1,2000,SC,2024-08-30 22:56:23.523195,VND102825
Celular,1,nan,PE,2024-07-22 22:56:23.523197,VND102826
Notebook,-1,mil,PE,2025-06-18 22:56:23.523198,VND102827
,1,nan,,2024-09-25 22:56:23.523200,VND102828
Headset,-1,nan,BA,2025-03-09 22:56:23.523201,VND102829
Monitor,2,mil,SP,2025-03-07 22:56:23.523203,VND102830
Celular,três,1500,PR,2024-07-17 22:56:23.523204,VND102831
Headset,4,mil,SC,2025-03-21 22:56:23.523206,VND102832
Notebook,três,mil,RS,2024-09-26 22:56:23.523208,VND102833
,1,1000,BA,2025-03-26 22:56:23.523209,VND102834
Tablet,-1,mil,SC,2024-10-31 22:56:23.523211,VND102835
Teclado,2,1000,PE,2025-03-09 22:56:23.523212,VND102836
Headset,-1,2500,SC,2025-01-12 22:56:23.523214,VND102837
Headset,três,mil,MG,2025-04-28 22:56:23.523215,VND102838
Tablet,,1500,CE,2025-06-22 22:56:23.523217,VND102839
Headset,2,mil,MG,2024-10-14 22:56:23.523218,VND102840
Notebook,4,nan,BA,2024-10-21 22:56:23.523220,VND102841
Notebook,3,3000,RS,2024-07-13 22:56:23.523222,VND102842
Tablet,4,1500,,2024-06-25 22:56:23.523223,VND102843
Teclado,3,mil,RJ,2024-10-25 22:56:23.523225,VND102844
Monitor,2,1500,,2024-06-26 22:56:23.523227,VND102845
Celular,,1000,DF,2024-11-28 22:56:23.523228,VND102846
Monitor,três,2500,,2024-12-25 22:56:23.523230,VND102847
Headset,,2500,DF,2024-07-06 22:56:23.523232,VND102848
Celular,1,1500,RJ,2024-10-06 22:56:23.523233,VND102849
,,1500,SC,2024-12-25 22:56:23.523235,VND102850
Tablet,5,mil,RJ,2025-01-14 22:56:23.523236,VND102851
Tablet,2,2000,DF,2025-06-04 22:56:23.523238,VND102852
Teclado,três,nan,SP,2025-02-25 22:56:23.523239,VND102853
Celular,três,1000,PE,2025-06-20 22:56:23.523241,VND102854
Notebook,1,nan,DF,2024-12-20 22:56:23.523242,VND102855
Celular,três,3000,DF,2025-05-16 22:56:23.523244,VND102856
Headset,,3000,SP,2025-04-17 22:56:23.523245,VND102857
Notebook,2,2500,DF,2025-03-20 22:56:23.523247,VND102858
,4,1000,SC,2024-07-18 22:56:23.523249,VND102859
,,nan,SP,2024-07-22 22:56:23.523251,VND102860
,-1,2500,PE,2025-02-11 22:56:23.523252,VND102861
,3,3000,RS,2025-03-14 22:56:23.523254,VND102862
Tablet,2,1500,MG,2025-01-23 22:56:23.523255,VND102863
Celular,três,1000,RS,2024-08-20 22:56:23.523257,VND102864
,1,1000,SP,2025-06-05 22:56:23.523258,VND102865
Monitor,4,nan,SP,2025-06-02 22:56:23.523260,VND102866
Teclado,5,mil,BA,2024-07-25 22:56:23.523262,VND102867
Monitor,4,2000,CE,2025-06-13 22:56:23.523263,VND102868
,,nan,CE,2024-10-19 22:56:23.523265,VND102869
,3,1500,SP,2024-08-19 22:56:23.523266,VND102870
Teclado,4,mil,MG,2024-08-21 22:56:23.523268,VND102871
Headset,5,mil,BA,2024-11-03 22:56:23.523270,VND102872
Monitor,-1,mil,RJ,2025-01-08 22:56:23.523271,VND102873
,1,1500,PR,2024-10-17 22:56:23.523273,VND102874
Celular,2,2500,MG,2024-11-26 22:56:23.523274,VND102875
Celular,3,1000,SP,2024-07-13 22:56:23.523276,VND102876
Monitor,5,2500,SP,2025-05-29 22:56:23.523277,VND102877
,três,1500,MG,2025-03-09 22:56:23.523279,VND102878
,,2000,SC,2024-11-15 22:56:23.523281,VND102879
Celular,,1000,BA,2025-02-26 22:56:23.523282,VND102880
Headset,,1500,SP,2024-12-11 22:56:23.523284,VND102881
Notebook,três,2000,PR,2025-06-21 22:56:23.523285,VND102882
,três,nan,RJ,2024-11-12 22:56:23.523287,VND102883
,3,3000,RS,2024-12-10 22:56:23.523288,VND102884
Headset,4,mil,PE,2024-12-16 22:56:23.523291,VND102885
,3,1500,PR,2024-12-28 22:56:23.523293,VND102886
Teclado,,3000,,2025-04-23 22:56:23.523294,VND102887
Headset,-1,2500,PE,2024-09-10 22:56:23.523296,VND102888
,5,3000,DF,2025-05-12 22:56:23.523297,VND102889
Teclado,2,1500,,2025-04-10 22:56:23.523299,VND102890
,2,3000,SC,2025-04-15 22:56:23.523300,VND102891
Celular,3,mil,PR,2025-04-28 22:56:23.523302,VND102892
Notebook,,1000,CE,2024-10-25 22:56:23.523303,VND102893
,três,1500,SC,2024-12-14 22:56:23.523305,VND102894
,1,2000,CE,2024-11-25 22:56:23.523306,VND102895
Celular,-1,3000,RJ,2024-10-23 22:56:23.523308,VND102896
Tablet,3,1000,RJ,2025-05-13 22:56:23.523310,VND102897
Celular,,mil,RJ,2024-11-06 22:56:23.523311,VND102898
Teclado,4,2500,SC,2024-08-08 22:56:23.523313,VND102899
